Similarity	English text	German sentenced	German sentence (translated)
different	Elinor Glyn, the notorious English novelist who wrote the book It and the screenplay based on it, lectured: "With 'It,' you win all men if you are a woman and all women if you are a man.	Die Bezeichnung „It girl“ kam zum ersten Mal in den USA für den Stummfilm-Star Clara Bow auf („Amerikas erstes Sex-Symbol“), nachdem sie 1927 die Hauptrolle in dem Film It (deutscher Titel: Das gewisse Etwas) nach dem Erfolgsroman It von Elinor ...	The term "it girl" came for the first time in the United States for the silent film star Clara Bow on ("America's first sex symbol"), after she 1927 starred in the film it (German title: something) had played after the successful novel it by Elinor Glyn .
different	Suwałki is the largest city and the capital of the historical Suwałki Region.	Lediglich während der nationalsozialistischen Besetzung gehörte Suwałki zwischen 1939 und 1944 als Hauptstadt des Landkreises Sudauen verwaltungsrechtlich zu Ostpreußen.	Only during the Nazi occupation, Suwałki belonged administratively to East Prussiabetween 1939 and 1944 as the capital of the Sudovia of district of .
different	This point is called the far point of the eye.	Als ein standardisierter Normalwert wurde der Begriff der deutlichen Sehweite (auch Bezugs- oder Normsehweite genannt) eingeführt, welche bei 250 mm liegt.	Introduced the concept of clear sight (called also referenceor standard sight ) as a standardized normal value, which is 250 mm.
different	The blue-eyes are a family of atheriniform fish, the Pseudomugilidae, related to the rainbowfishes.	Die relativ großen Augen sind nahezu bei allen Arten kräftig blau.	The relatively large eyes are almost at all types of strong blue.
different	The Schweizer 330 and 333 are turbine-powered developments of the Schweizer 300 light piston-powered helicopter.	Basierend auf der Schweizer 300C wurde die S-330 (Modell 269D) mit einer 220 SHP starken Turbine versehen, und von der US-amerikanischen Luftfahrtbehörde FAA am 14. September 1992 zugelassen.	Based on the Schweizer 300 C the S-330 (model 269D) was with a 220 SHP provided strong turbine, and approved by the American aviation authority FAA on September 14, 1992.
different	Blue-eyes are small fish, typically no more than 5 cm (2.0 in) in length.	Die Blauaugen (Pseudomugilidae) sind eine Familie der Ährenfischartigen.	Blue eyes (Pseudomugilidae) are a family of the Ährenfischartigen.
different	The town's population continued to grow rapidly.	Lag Suwałki lange Zeit abseits der großen Verkehrsströme, wächst seit der Öffnung verschiedener Straßenübergänge und des einzigen Eisenbahngrenzüberganges Polens nach Litauen an der Hauptstrecke Berlin–Warschau–Kaunas–Vilnius/Riga die wirt...	Suwałki was long time away from the large traffic flows, the economic importance of the city since the opening of various road transitions and the single railway border crossing of Poland to Lithuania on the main route Berlin-Warsaw-Kaunas-Vilnius/Riga ...
different	"It Girl" is a term for a beautiful, stylish young woman who possesses sex appeal without flaunting her sexuality.	Mit „It“, dem „gewissen Etwas“, sind Sexappeal, Ausstrahlung und Auftreten (vgl.	With "It", that "certain something", sex appeal, appearance and demeanor are (cf.
different	The blue-eyes are a family of atheriniform fish, the Pseudomugilidae, related to the rainbowfishes.	Blauaugen ernähren sich von Stechmückenlarven und anderen Insekten von der Wasseroberfläche.	Blue eyes feed on mosquito larvae and other insects from the water surface.
different	It has a catholic monastery, the Nütschau Priory, which is a former manor of Heinrich Rantzau.	Das heutige Gut fällt vor allem durch die Mauer auf, die das 3 ha große Areal des Gutshofes umgibt.	The present good striking mainly through the wall that surrounds the 3 ha large area of the estate.
different	This led to the outbreak of the Sejny Uprising on August 23, 1919.	Seit 1919 gehört Suwałki zur Zweiten Polnischen Republik.	Since 1919, Suwałki belonged to the Second Polish Republic.
different	In 1987, Schweizer announced development of the Schweizer 330 using the dynamic components, rotors, controls and systems of the 300C; however, it was redesigned with an all-new fuselage.	Der 3-Blatt-Hauptrotor ist in Ganzmetall ausgeführt, als Drehmomentausgleich dient ein 2-Blatt-Heckrotor.	The 3-blade-main rotor is made of all-metal, a 2-bladetail rotor torque compensation as.
different	Until 1999 the town was the capital of Suwałki Voivodeship.	Bis 1795 gehörte die Stadt Suwałki zum Großfürstentum Polen-Litauen.	Until 1795, the city of Suwałki belonged to the Grand Duchy of Poland Lithuania.
different	He composed his first work under the name of Sub System with friend Guy Rabiller.	St Germain ist der Künstlername des französischen Musikers Ludovic Navarre (* 1973 in Saint-Germain-en-Laye), unter dem er drei Alben veröffentlicht hat.	St Germain is the stage name of the French musician Ludovic Navarre (* 1973 in Saint-Germain-en-Laye), he has released three albums under the.
different	For emmetropic eye, the far point is at infinity, but for the sake of practicality, infinity is considered to be approximately 6m or greater since the vergence change from 6m to actual infinity is negligible.	Daraus ergibt sich, dass der Fernpunkt bei Normal- und Kurzsichtigen ein reeller und bei Weitsichtigen ein virtueller Punkt ist.	Arises, that of Gazzard at normal and short-sighted a reeller and at far-sighted is a virtual point.
different	The FAA certified the aircraft in September 1992.	Nach dem Erstflug im Jahre 1988 wurde der Hubschrauber von der FAA am 28. September 2000 zugelassen.	After the first flight in 1988 the helicopter has been approved by the FAA on September 28, 2000.
different	After the January Uprising of 1863, the new administrational reform was passed to unify the Polish lands with Russia completely.	Polen hat in seiner letzten Verwaltungsreform einen Landkreis Suwałki geschaffen.	Poland has created a District Suwałki in his last administrative reform.
different	Suwałki has a humid continental climate.	Polen hat in seiner letzten Verwaltungsreform einen Landkreis Suwałki geschaffen.	Poland has created a District Suwałki in his last administrative reform.
different	The tomte was not always a popular figure, particularly during and after the Christianization of Scandinavia.	In Schweden und Finnland gibt es eine ähnliche Figur mit dem Namen Tomte bzw. Tonttu.	In Sweden and Finland there is a similar figure with the name Tomte / Tonttu.
different	In visual perception, the far point is the point at which an object must be placed along the optical axis for its image to be focused on the retina when the eye is not accommodating.	Das Gegenteil, also der Nahpunkt oder minimale Sehweite, wird bei maximaler Akkommodation erreicht.	The opposite, so the close point , or minimum sight, is reached at maximum accommodation.
different	As of 2007, only the Schweizer 333 remains in production.	Die Schweizer 333 ist ein viersitziger, einmotoriger Hubschrauber der US-amerikanischen Firma Schweizer Aircraft Corporation mit Turbinenantrieb.	The Swiss 333 is a four-seater, single-engine helicopter of the U.S. company Schweizer Aircraft Corporation with turbine drive.
different	Maurice of Anhalt-Dessau (31 October 1712 in Dessau - 11 April 1760 in Dessau), was a German prince of the House of Ascania from the Anhalt-Dessau branch.	Durch die Verwundung erlitt der Prinz eine Blutvergiftung, an deren Folgen er nach seiner Freilassung aus der Kriegsgefangenschaft 1760 in seiner Heimatstadt Dessau erlag.	By the wounding, the Prince suffered a blood infection, whose consequences he 1760 died after his release from captivity in his home town of Dessau.
different	A large part of the population was Jewish.	Der Nordteil des Landes der Sudauer kam zum preußischen Ordensstaat (später Ostpreußen), der Südteil wurde von Polen und Litauern erobert und durch spätere Grenzvereinbarungen zwischen dem Ordensstaat, Litauen und Polen als Podolien ein Teil Litauens.	The northern part of the country of the Sudauer came to the Prussian monastic state (later East Prussia), the southern part was conquered by Poland and Lithuania and subsequent border agreements between the monastic state, Lithuania and Poland as Podolia...
different	Travenbrück is a municipality in the district of Stormarn, in Schleswig-Holstein, Germany.	Die Gemeinde Travenbrück entstand am 1. Januar 1978 durch die Fusion der ehemaligen Gemeinden Tralau und Travenberg.	The municipality of Travenbrück was formed on January 1, 1978 through the merger of the former municipalities of Tralau and Travenberg.
different	At Kesselsdorf it was the wing led by the young Maurice that carried the Austrian lines and won his father Leopold's last campaign.	Bei Hochkirch schlug er seine letzte Schlacht.	He hit his last battle at Hochkirch .
different	This period came to an end in 1975, when a new administrative reform was passed and Suwałki yet again became the capital of a separate Suwałki Voivodeship.	Polen hat in seiner letzten Verwaltungsreform einen Landkreis Suwałki geschaffen.	Poland has created a District Suwałki in his last administrative reform.
different	He has released EPs under a number of aliases, among them Deepside, LN'S, Modus Vivendi, Nuages and Soofle.	St Germain ist der Künstlername des französischen Musikers Ludovic Navarre (* 1973 in Saint-Germain-en-Laye), unter dem er drei Alben veröffentlicht hat.	St Germain is the stage name of the French musician Ludovic Navarre (* 1973 in Saint-Germain-en-Laye), he has released three albums under the.
different	In the Silesian wars of Frederick the Great, Maurice, the ablest of old Leopold's sons, greatly distinguished himself, especially at the Battle of Hohenfriedberg in 1745.	Dafür wurde er nur zwei Tage später, am 17. Dezember 1745, als Ritter in den Schwarzen Adlerorden aufgenommen.	For this he was recorded just two days later, on December 17, 1745, as Knight in the order of the Black Eagle .
